beta_pc,delta_beta_pc,chi_max,delta_chi_max,size
0.4201351761892803,0.00014491667182776102,21.446226739714213,0.04003535509621067,20
0.42712069832464733,0.00019476748849928165,43.1061940306655,0.13638949120549604,30
0.43033974869546365,4.67417907622062e-05,71.12302429313722,0.1200531255550158,40
0.4324275485910412,2.0595157077330017e-05,104.26817943473111,0.10820175663220423,50
