beta,capacita,delta_capacita
0.475,4.345112354173786,0.022059468738244666
0.4675,4.953986961822032,0.02706527344627701
0.42,7.1986615887487115,0.03890188881717434
0.436,11.113586179382073,0.05426098805429902
0.39,4.964101174999014,0.025253877523586883
0.4225,7.65886870443544,0.0379885063027183
0.4325,10.54468022644528,0.05432309205283958
0.4409,10.685372533306703,0.06803016175728994
0.445,9.410624168250115,0.06921820354856585
0.455,6.81578140798389,0.06548787065020643
0.38,4.641230621019732,0.02448227249431286
0.4487,8.263735336453415,0.0524204301184928
0.43,9.83244168286712,0.04873608945555266
0.4525,7.139519207459699,0.05022292331573496
0.4425,10.1200510062327,0.06623199909323507
0.4437,9.827090042854314,0.07216539360214429
0.4462,9.075525688148067,0.07005802898627973
0.435,11.021108520776203,0.05210639052972686
0.4401,10.735189445263416,0.06212016611930491
0.425,8.289958949582177,0.044365586562467134
0.48,3.9632555619362186,0.018719750541131924
0.4395,10.87892315429495,0.05881669694798472
0.4399,10.868203018092881,0.05995529310492356
0.41,6.033424853703617,0.02793377874260411
0.51,2.5297973550486574,0.011250277650916742
0.5,2.901463399967996,0.01505812177308379
0.4075,5.841433151926867,0.027949777303064662
0.4175,6.756513303527445,0.034600583385250176
0.4,5.408680319303194,0.02749468539095657
0.49,3.3481739933294286,0.015081214374012624
0.4403,10.754814209292807,0.0746994151989683
0.4406,10.632993816270808,0.0649702197856663
0.45,7.822566859801983,0.059610414849300866
0.4125,6.236664032339689,0.03140785129312923
0.4025,5.546171379374187,0.02930431094405229
0.438,11.121448962456704,0.05965778274083171
0.37,4.317966671995855,0.018529293419811205
0.465,5.296280576777557,0.027654882692360844
0.405,5.656214458752418,0.02706949288352579
0.44,10.863749195638706,0.05892070203008989
0.36,4.092911193519511,0.020508347431692203
0.439,10.97755218206431,0.05830055660422568
0.485,3.6940834104737252,0.018471060198008746
0.4475,8.611679898467006,0.05744824508989881
0.4575,6.342332903855885,0.03193096604104152
0.46,5.906609585969447,0.031267129709702725
0.4398,10.890101137666086,0.07039952747031372
0.4412,10.456528624349648,0.06250058538622975
0.4375,11.071972714917223,0.053112656512100016
0.4275,8.954484907340298,0.04965680657992841
0.385,4.758165506542622,0.022938552073448935
0.4402,10.76550958500011,0.06611421768964601
0.395,5.15988419589275,0.02667589081373769
0.4625,5.630047479437961,0.02624549902344668
0.47,4.7603622367553555,0.02260735100717301
0.415,6.434584412213784,0.03587293736523582
