beta,capacita,delta_capacita
0.43,9.83480629471174,0.0534880335637362
0.4487,8.085207597500244,0.050205467458649775
0.38,4.635428788155593,0.021593250119627018
0.445,9.03819363503544,0.052531208367460065
0.455,6.701709547675705,0.03447457176117601
0.4409,10.089553667825868,0.05736923464063231
0.4225,8.136705513457443,0.047593707028210634
0.4325,10.35053213677557,0.051035217318895196
0.39,4.981393585535088,0.02272416094626458
0.436,10.6656622654004,0.053286307700827644
0.42,7.566992263100403,0.03907896905516283
0.4675,5.019723204373605,0.026414140374667952
0.475,4.336255418031243,0.02045712417806647
0.49,3.3763392679738047,0.02338184280372223
0.4403,10.224685846678483,0.05949262320654748
0.5,2.8797783028764457,0.014960261961121853
0.4075,5.9203783257231635,0.02948114143554703
0.4175,7.089397254895147,0.03664696463750419
0.4,5.411985662432528,0.02808553011428587
0.41,6.180580120303958,0.028374906025288495
0.51,2.507191243001472,0.012791204262128876
0.4399,10.274653308376713,0.056276144288117065
0.4395,10.217985349601122,0.05047181026864882
0.48,3.9722027433221285,0.02077251603457685
0.4401,10.22800415358418,0.06168868728570779
0.435,10.578077059004798,0.04806047176733302
0.425,8.703501308398742,0.047419013441624185
0.4462,8.738655809563767,0.06130713063651728
0.4437,9.440597705591358,0.05503953315686328
0.4525,7.235965733357119,0.04519394991316433
0.4425,9.791730343355454,0.0563680134581966
0.4475,8.401406626544627,0.04943993170766744
0.4575,6.311613563099172,0.03439718072779124
0.485,3.64819034223558,0.016849555234016825
0.439,10.30616199438903,0.0535224331141239
0.36,4.103184002774718,0.019186168649822106
0.44,10.199161013434832,0.059567648702177324
0.405,5.765773118199391,0.028828271088390475
0.465,5.260031782776764,0.028207746645487537
0.37,4.323763884775467,0.025994947032343674
0.438,10.467910295517413,0.057767089078591925
0.45,7.84357154199995,0.04959518547188554
0.4125,6.478300530416803,0.04006188000466779
0.4025,5.589294441774939,0.027474619470147524
0.4406,10.206748700000645,0.056901848517013125
0.415,6.74855190839061,0.034983959939381346
0.47,4.811626614989706,0.022448797897026855
0.4625,5.606851087599551,0.02964384148055639
0.395,5.207703628151705,0.022509865713501005
0.4402,10.155079241584275,0.05773053006511664
0.385,4.763695988544114,0.02286589954294281
0.4375,10.558754043034924,0.05334099885177672
0.4275,9.273038731630834,0.052085693533709
0.4412,10.032358475098135,0.06801032918212777
0.4398,10.104190153870007,0.054640078470118446
0.46,5.86929897836086,0.03138866886605554
